鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路498巷14弄1~30號,19.73,住,,,1071104,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001123,117.15,2,2,1,有,有,17680000,150918,塔式車位,0.0,0,含增建或未登記建物。;,RPWPMLLLKINFFCA18CA
內湖區,土地,石潭段四小段151~180地號,299.45,住,,,1071205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,63406000,211742,,0.0,0,,RPSQMLLLKINFFCA87CA
內湖區,土地,石潭段四小段151~180地號,51.41,住,,,1071205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10885000,211729,,0.0,0,,RPTQMLLLKINFFCA97CA
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街211~240號,11.72,住,,,1071103,土地1建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820729,48.11,1,1,1,有,有,7380000,153398,,0.0,0,含增建或未登記建物。;,RPUQMLLLKINFFCA08CA
中山區,房地(土地+建物),臺北市中山區新生北路三段82巷1~30號,5.28,商,,,1071125,土地1建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821015,45.019999999999996,1,1,1,有,有,8150000,181031,,0.0,0,,RPVQMLLLKINFFCA18CA
中山區,房地(土地+建物),臺北市中山區林森北路107巷1~30號,13.8,商,,,1071124,土地1建物1車位0,六層,八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0880524,52.79,1,1,1,有,有,6860000,129949,,0.0,0,含增建或未登記建物。;,RPRNMLMLKINFFCA57CA
內湖區,房地(土地+建物),臺北市內湖區江南街71巷16弄31~60號,29.03,住,,,1071030,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730502,109.35999999999999,3,2,2,有,無,16000000,146306,,0.0,0,,RPPOMLOLKINFFCA67CA
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街151巷1~30號,42.78,住,,,1071128,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780501,150.47,3,2,2,有,無,17000000,112979,坡道平面,34.07,0,,RPVPMLOLKINFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區康樂街136巷15弄31~60號,12.65,住,,,1071115,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0941123,66.64,3,2,2,有,有,12200000,183073,,0.0,0,含增建或未登記建物。;,RPUPMLPLKINFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區樂群三路31~60號,44.76,商,,,1071127,土地1建物1車位1,三層,六層,辦公商業大樓,商業用,鋼筋混凝土造,0971224,233.39,3,2,2,有,有,54000000,231372,坡道平面,0.0,0,,RPTOMLQLKINFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,12.85,商,,,1071106,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,191.89,4,2,2,有,有,41600000,216791,坡道平面,33.33,0,,RPTOMLSLKINFFCA48CA
內湖區,房地(土地+建物),臺北市內湖區文德路31~60號,20.2,住,,,1071118,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730208,115.28,2,2,2,有,有,16500000,143130,,0.0,0,含增建或未登記建物。;,RPUNMLMJJHOFFCA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路326巷31~60號,23.82,住,,,1071129,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870817,96.88,2,2,1,有,有,17800000,183732,其他,0.0,0,,RPWNMLRJJHOFFCA28CA
中山區,房地(土地+建物),臺北市中山區林森北路85巷31~60號,6.5,商,,,1071213,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,30.65,2,1,1,有,無,5500000,179445,,0.0,0,,RPOPMLNJJHOFFCA27CA
中山區,房地(土地+建物),臺北市中山區復興北路181~210號,16.19,住,,,1071019,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0750609,84.7,2,1,1,有,有,11000000,129870,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLTJJHOFFCA77CA
中山區,房地(土地+建物),臺北市中山區新生北路三段56巷1~30號,8.02,商,,,1071018,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700410,86.7,1,1,1,有,有,12300000,141869,,0.0,0,,RPPQMLLKJHOFFCA37CA
松山區,房地(土地+建物),臺北市松山區八德路四段601~630號,34.57,商,,,1071105,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770816,219.47,4,2,2,有,有,25000000,113911,,0.0,0,含增建或未登記建物。;,RPXNMLLLKINFFDA18CA
松山區,房地(土地+建物),臺北市松山區民族東路691~720號,11.24,住,,,1071214,土地1建物1車位0,一層,七層,店面(店鋪),住商用,鋼筋混凝土造,,67.62,0,0,0,無,無,18500000,273588,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLLLKINFFDA97CA
松山區,房地(土地+建物),臺北市松山區南京東路五段251巷50弄1~30號,37.0,住,,,1071205,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.44,3,2,1,有,無,19500000,184939,,0.0,0,,RPPNMLMLKINFFDA47CA
信義區,房地(土地+建物),臺北市信義區中坡北路1~30號,8.08,住,,,1071127,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730712,77.33,2,2,1,有,有,13800000,178456,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLMLKINFFDA87CA
信義區,房地(土地+建物),臺北市信義區莊敬路341巷1~30號,20.58,商,,,1071119,土地1建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,0730430,74.13,3,1,1,有,無,22880000,308647,,0.0,0,含增建或未登記建物。;,RPOOMLMLKINFFDA47CA
松山區,房地(土地+建物)+車位,臺北市松山區三民路43巷1~30號,48.36,住,,,1071126,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951218,224.58,3,2,2,有,有,44180000,196723,坡道平面,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。民國102年12月23日簽訂之預約買賣，此標的為軍眷住宅。,RPRQMLOLKINFFDA18CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段451~480號,12.63,商,,,1071110,土地3建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,73.74,2,2,2,有,有,24500000,332248,,0.0,0,,RPOPMLPLKINFFDA87CA
南港區,房地(土地+建物),臺北市南港區興中路56巷1~30號,5.3,商,,,1071026,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,25.3,3,2,1,有,無,3300000,130435,,0.0,0,親友、員工或其他特殊關係間之交易。;共有人姊妹承買,RPOOMLRLKINFFDA97CA
信義區,房地(土地+建物),臺北市信義區莊敬路391巷3弄1~30號,15.84,住,,,1071119,土地5建物2車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750206,76.64,2,1,1,有,有,15000000,195720,,0.0,0,,RPRNMLMJJHOFFDA37CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷22弄91~120號,19.27,住,,,1071117,土地3建物1車位0,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060718,49.63,0,0,0,無,有,12150000,244812,,0.0,0,,RPOPMLLKJHOFFDA27CA
松山區,房地(土地+建物)+車位,臺北市松山區南京東路四段1~30號,19.67,商,,,1071204,土地2建物2車位3,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971205,182.38,3,3,3,有,有,55000000,301568,升降機械,0.0,0,,RPOOMLQKJHOFFDA67CA
北投區,房地(土地+建物),臺北市北投區尊賢街271~300號,38.75,住,,,1071127,土地1建物1車位0,一層，平台,四層,店面(店鋪),商業用,鋼筋混凝土造,0650910,96.63,0,0,0,無,無,26300000,272172,,0.0,0,,RPSOMLLLKINFFEA87CA
士林區,房地(土地+建物),臺北市士林區承德路四段12巷1~30號,36.25,住,,,1071123,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,96.42,2,2,1,有,無,20300000,210537,,0.0,0,含增建或未登記建物。;,RPTOMLLLKINFFEA97CA
士林區,房地(土地+建物),臺北市士林區文林路643巷1~30號,31.12,住,,,1071119,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680227,88.41,3,2,1,有,無,14850000,167967,,0.0,0,含增建或未登記建物。;,RPWOMLLLKINFFEA28CA
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~30號,8.9,住,,,1071205,土地2建物1車位0,九層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941111,43.92,1,1,1,有,有,6280000,142987,,0.0,0,含增建或未登記建物。;,RPXOMLLLKINFFEA38CA
士林區,房地(土地+建物),臺北市士林區中山北路六段421~450號,12.62,住,,,1071124,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750531,67.3,2,2,1,有,無,13000000,193165,,0.0,0,,RPOPMLLLKINFFEA57CA
北投區,車位,臺北市北投區西安街二段271~300號,2.43,住,,,1071210,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0990416,27.41,0,0,0,有,有,2700000,,坡道平面,27.34,2700000,單獨車位交易。;,RPQNMLMLKINFFEA67CA
北投區,房地(土地+建物),臺北市北投區奇岩路31~60號,43.81,住,,,1071111,土地2建物3車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0740913,156.65,3,2,2,有,有,17800000,113629,,0.0,0,含增建或未登記建物。,RPPOMLMLKINFFEA67CA
士林區,土地,富安段一小段241~270地號,110.53,其他,,,1071206,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4900000,44332,,0.0,0,,RPTNMLOLKINFFEA18CA
北投區,房地(土地+建物),臺北市北投區公館路63巷1~30號,32.38,住,,,1071117,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721209,113.14,3,2,2,有,有,11000000,97225,,0.0,0,含增建或未登記建物。;,RPQPMLKMJHOFFEA67CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段212巷31~60號,23.44,住,,,1071110,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060926,182.37,3,2,2,有,有,42200000,231398,坡道平面,0.0,0,含增建或未登記建物。;,RPWNMLLLKINFFFA28CA
大安區,房地(土地+建物),臺北市大安區仁愛路四段31~60號,12.82,其他,,,1071116,土地4建物1車位0,五層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0600420,79.7,3,2,1,有,有,28580000,358595,,0.0,0,含增建或未登記建物。;,RPPNMLMLKINFFFA67CA
大安區,房地(土地+建物),臺北市大安區建國南路二段308巷10弄1~30號,29.75,住,,,1071119,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731205,167.87,2,2,2,有,有,36000000,214452,,0.0,0,,RPPOMLOLKINFFFA97CA
大安區,房地(土地+建物),臺北市大安區建國南路一段301~330號,4.92,住,,,1040929,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070412,40.09,0,0,0,無,有,18560000,462958,,0.0,0,本案簽訂日期104.09.29，於107.09.20讓渡。,RPVNMLRLKINFFFA78CA
大安區,房地(土地+建物),臺北市大安區永康街75巷1~30號,32.75,住,,,1071123,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.97,3,2,2,有,無,26500000,197805,,0.0,0,,RPPOMLRLKINFFFA28CA
大安區,房地(土地+建物),臺北市大安區羅斯福路二段61~90號,45.67,商,,,1070918,土地3建物1車位0,四層，陽台,十一層,辦公商業大樓,,鋼筋混凝土造,,409.31,0,0,0,無,有,84000000,205223,,0.0,0,,RPRNMLSLKINFFFA48CA
萬華區,房地(土地+建物),臺北市萬華區長泰街73巷1~30號,35.25,住,,,1071203,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631211,85.48,3,2,1,有,無,5900000,69022,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSSMLMLKINFFBA18DA
萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~30號,16.2,住,,,1071103,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,77.57,2,2,1,有,有,10800000,139229,,0.0,0,含增建或未登記建物。,RPTOMLOLKINFFBA08DA
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.09,商,,,1071205,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,190.5,3,2,2,有,有,39320000,206404,坡道平面,46.87,0,向政府機關承購之案件。;,RPPPMLLKJHOFFBA27DA
萬華區,房地(土地+建物),臺北市萬華區青年路61~90號,28.84,住,,,1071116,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711027,120.72999999999999,3,2,1,有,有,15700000,130042,,0.0,0,,RPUOMLTKJHOFFBA48DA
內湖區,房地(土地+建物),臺北市內湖區康樂街136巷15弄1~30號,25.27,商,,,1071115,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740321,90.83,3,2,2,有,無,10380000,114279,,0.0,0,含增建或未登記建物。,RPVQMLPLKINFFCA68DA
中山區,房地(土地+建物),臺北市中山區農安街1~30號,9.49,商,,,1071203,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730227,69.82000000000001,2,2,2,有,有,11860000,169865,,0.0,0,,RPUOMLRKJHOFFCA38DA
松山區,房地(土地+建物),臺北市松山區八德路四段1~30號,14.02,住,,,1071022,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,0920417,92.14,2,1,1,有,有,22500000,244194,,0.0,0,含增建或未登記建物。,RPSNMLPLKINFFDA18DA
南港區,房地(土地+建物)+車位,臺北市南港區南港路二段178巷1~30號,28.22,住,,,1071120,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821123,134.75,2,1,1,有,有,17500000,192111,坡道平面,56.67,2500000,含增建或未登記建物。,RPQPMLQLKINFFDA28DA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷36弄91~120號,59.25,住,,,1071114,土地1建物1車位2,十七層，十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,387.2,5,2,3,有,有,84000000,262750,坡道平面,90.34,6000000,,RPTNMLQJJHOFFDA08DA
北投區,房地(土地+建物)+車位,臺北市北投區一德街31~60號,56.99,住,,,1071117,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011016,136.95,3,2,2,有,有,15300000,115336,坡道機械,17.3,1500000,含增建或未登記建物。,RPTNMLNLKINFFEA18DA
北投區,房地(土地+建物),臺北市北投區公館路350巷31~60號,22.0,住,,,1071116,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0581103,29.66,5,3,3,有,無,3200000,107889,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLSLKINFFEA38DA
北投區,房地(土地+建物),臺北市北投區公館路350巷31~60號,22.0,住,,,1071116,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0581103,29.66,5,3,3,有,無,3200000,107889,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLSLKINFFEA58DA
北投區,房地(土地+建物),臺北市北投區中和街31~60號,4.03,商,,,1071109,土地1建物1車位0,七層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690821,30.68,1,1,1,有,有,3280000,106910,,0.0,0,含增建或未登記建物。,RPOPMLMLKINFFEA77DA
北投區,房地(土地+建物),臺北市北投區豐年路二段61~90號,13.17,住,,,1071111,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0661229,50.71,1,1,1,有,無,4500000,88740,,0.0,0,含增建或未登記建物。,RPPNMLNLKINFFEA77DA
大安區,房地(土地+建物),臺北市大安區羅斯福路二段31~60號,14.99,商,,,1071123,土地4建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700803,160.51999999999998,4,2,2,有,有,12000000,74757,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLLLKINFFFA48DA
士林區,房地(土地+建物)+車位,臺北市士林區天玉街31~60號,64.4,住,,,1071119,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851114,271.51,3,3,2,有,有,41300000,170729,坡道平面,41.32,2000000,含增建或未登記建物。,RPQNMLNLKINFFEA87DA
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街142巷1~30號,10.6,住,,,1071111,土地1建物1車位1,七層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960623,48.39,1,1,1,有,有,14680000,303368,塔式車位,0.0,0,含增建或未登記建物。;,RPRNMLQLKINFFFA38DA
大安區,房地(土地+建物)+車位,臺北市大安區仁愛路四段421~450號,9.77,住,,,1071008,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770511,194.55,2,2,2,有,有,51300000,263699,坡道平面,48.67,0,含增建或未登記建物。,RPUOMLQLKINFFFA78DA
大安區,房地(土地+建物),臺北市大安區敦化南路二段241~270號,17.51,其他,,,1071030,土地2建物1車位0,三層,十七層,辦公商業大樓,,鋼筋混凝土造,,219.56,4,1,0,有,有,53000000,241392,,0.0,0,含增建或未登記建物。權利人等二人。,RPQNMLLJJHOFFFA47DA
大安區,房地(土地+建物),臺北市大安區光復南路200巷1~30號,33.69,商,,,1071006,土地1建物1車位0,陽台，五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.75,4,1,4,有,有,30000000,220994,,0.0,0,含增建或未登記建物。,RPTNMLMJJHOFFFA87DA
北投區,房地(土地+建物),臺北市北投區建民路91~120號,41.5,住,,,1071122,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660425,79.2,3,2,1,有,無,13850000,174874,,0.0,0,,RPXOMLMLKINFFEA58DA
信義區,土地,祥和段二小段121~150地號,15.0,其他,,,1071130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,33333,,0.0,0,,RPRNMLOLKINFFDA97DA
