鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段226巷1~30號,20.79,住,,,1071121,土地2建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1031020,122.7,2,1,1,有,有,7280000,59332,坡道平面,0.0,0,,RPSPMLQKJHOFFBH68CA
中壢區,房地(土地+建物),桃園市中壢區義民路一段91~120號,17.12,住,,,1071110,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840208,100.24000000000001,3,1,1,有,有,4460000,44493,,0.0,0,含增建或未登記建物。;,RPWQMLSKJHOFFBH76CA
中壢區,房地(土地+建物)+車位,桃園市中壢區興仁路二段331~360號,18.64,住,,,1071217,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070926,115.75999999999999,2,1,1,有,有,5280000,45028,坡道平面,26.26,1250000,土地及建物分次登記案件。前案土地登記收件字號：;,RPOPMLMLJHOFFBH97CA
大溪區,土地,瑞源段1531~1560地號,145.03,,一般農業區,甲種建築用地,1070923,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3680000,25374,,0.0,0,含增建或未登記建物。;,RPOOMLRLKINFFCH58CA
大溪區,土地,瑞興段2581~2610地號,2692.33,,特定農業區,農牧用地,1071109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19130000,7105,,0.0,0,,RPQOMLRLKINFFCH78CA
大溪區,土地,永昌段991~1020地號,6.15,,特定農業區,甲種建築用地,1071024,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,95101,15464,,0.0,0,本宗買賣雙方約定由買方繳納增值稅，並計入買賣總價款之內，為實價登錄之依據。,RPXNMLPLKINFFCH56CA
大溪區,土地,永昌段991~1020地號,4.92,,特定農業區,甲種建築用地,1071009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,74305,15103,,0.0,0,本宗買賣雙方約定由買方繳納增值稅，並計入買賣總價款之內，為實價登錄之依據。,RPUNMLOLKINFFCH78CA
大溪區,土地,永昌段991~1020地號,4.92,,特定農業區,甲種建築用地,1071009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61257,12451,,0.0,0,本宗買賣雙方約定由買方繳納增值稅，並計入買賣總價款之內，為實價登錄之依據。,RPQOMLOLKINFFCH48CA
大溪區,土地,永昌段991~1020地號,4.92,,特定農業區,甲種建築用地,1071027,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,74305,15103,,0.0,0,本宗買賣雙方約定由買方繳納增值稅，並計入買賣總價款之內，為實價登錄之依據。,RPROMLOLKINFFCH58CA
大溪區,房地(土地+建物),桃園市大溪區文化路273巷31~60號,35.74,住,,,1071118,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061214,121.28,3,2,2,有,無,5700000,46999,,0.0,0,,RPSNMLTJJHOFFCH78CA
