鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,20.04,住,,,1071127,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070201,200.89,3,2,2,有,有,30110000,185238,坡道平面,46.44,1500000,親友、員工或其他特殊關係間之交易。;,RPRPMLKMJHOFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,17.35,住,,,1071217,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,134.53,2,2,1,有,有,13950000,110213,坡道平面,25.65,1950000,,RPXPMLTJJHOFFCF66CA
新店區,房地(土地+建物),新北市新店區安光路31~60號,15.04,住,,,1071211,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,108.19999999999999,2,2,1,有,有,11900000,109982,,0.0,0,,RPOQMLTJJHOFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071217,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13300000,104436,坡道平面,27.53,2000000,,RPPQMLTJJHOFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071213,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,174.49,3,2,2,有,有,18100000,109213,坡道平面,27.53,2050000,,RPQQMLTJJHOFFCF68CA
新店區,車位,新北市新店區331~360號,3.47,住,,,1071212,土地0建物0車位1,,,其他,,,,29.75,0,0,0,有,有,2200000,,坡道平面,29.75,2200000,,RPRQMLPLKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,23.07,住,,,1071129,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070201,224.53,3,2,2,有,有,27730000,146724,坡道平面,46.44,1600000,親友、員工或其他特殊關係間之交易。;,RPQPMLPLKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區寶橋路235巷121~150號,105.98,工,,,1070928,土地1建物2車位2,三層,八層,廠辦,工業用,鋼筋混凝土造,0890621,576.11,0,0,0,無,無,57000000,98939,坡道平面,63.88,0,,RPRNMLQLKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區寶興路45巷2弄1~30號,16.12,住,,,1071206,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980922,129.31,2,1,1,有,有,10000000,77334,坡道平面,39.41,0,親友、員工或其他特殊關係間之交易。;,RPROMLQLKINFFCF58CA
新店區,房地(土地+建物),新北市新店區建安街15巷1~30號,73.28,住,,,1071128,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630121,142.66,4,2,2,有,無,15000000,105145,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRLKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區寶橋路235巷1~30號,71.27,工,,,1071016,土地3建物1車位2,六層,八層,辦公商業大樓,工業用,鋼筋混凝土造,0780112,559.97,0,0,0,無,有,50000000,89290,坡道平面,0.0,0,,RPSNMLOLKINFFCF38CA
新店區,房地(土地+建物),新北市新店區寶橋路85巷33弄1~30號,37.31,住,,,1071120,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691126,77.75,3,2,2,有,無,9380000,120643,,0.0,0,含增建或未登記建物。;,RPXOMLOLKINFFCF98CA
林口區,房地(土地+建物)+車位,新北市林口區富貴路61~90號,6.0,商,,,1071127,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,96.95,0,0,0,無,有,8170000,84262,坡道平面,23.16,0,,RPPTMLMLJHOFFBF28CA
林口區,房地(土地+建物)+車位,新北市林口區富貴路61~90號,9.0,商,,,1071127,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,131.39,2,2,2,有,有,11860000,90266,坡道平面,23.16,0,,SPPTMLMLJHOFFBF38CA
新莊區,房地(土地+建物),新北市新莊區新崑路151~180號,8.04,商,,,1071205,土地1建物1車位0,九層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060804,59.7,1,1,1,有,有,6000000,100503,,0.0,0,,RPRQMLKKJHOFFBF87CA
林口區,房地(土地+建物)+車位,新北市林口區富貴路61~90號,14.92,商,,,1071124,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,202.10000000000002,4,2,2,有,有,16880000,83519,坡道平面,23.16,0,,RPROMLPKJHOFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區富貴路61~90號,6.0,商,,,1071127,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,96.95,0,0,0,無,有,8330000,85912,坡道平面,23.16,0,,RPXOMLPKJHOFFBF78CA
新莊區,房地(土地+建物)+車位,新北市新莊區中央路451~480號,14.79,商,,,1071013,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060706,154.07999999999998,0,0,0,無,有,14380000,112164,坡道平面,40.14,1600000,,RPQTMLTJJHOFFBF88CA
新莊區,房地(土地+建物)+車位,新北市新莊區中央路451~480號,15.46,商,,,1071013,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060706,159.39,0,0,0,無,有,15620000,117568,坡道平面,40.14,1600000,,SPQTMLTJJHOFFBF98CA
新莊區,房地(土地+建物),新北市新莊區民本街29巷1~30號,15.05,住,,,1071026,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701209,53.57,3,1,1,有,無,4500000,84002,,0.0,0,含增建或未登記建物。;,RPRPMLTJJHOFFBF58CA
泰山區,房地(土地+建物),新北市泰山區泰林路二段121~150號,553.26,其他,,,1071205,土地6建物1車位0,全,二層,透天厝,商業用,加強磚造,0611030,22.29,0,0,0,無,無,4200000,188425,,0.0,0,此件為親戚之間買賣。,RPUPMLNJJHOFFBF28CA
林口區,房地(土地+建物)+車位,新北市林口區竹林路53巷1~30號,45.53,住,,,1071212,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0791222,168.05,3,2,2,有,有,7550000,44927,坡道平面,0.0,0,,RPUPMLMJJHOFFBF18CA
新莊區,房地(土地+建物),新北市新莊區新泰路391~420號,18.66,住,,,1071121,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880503,115.81,3,2,2,有,有,10250000,88507,,0.0,0,含增建或未登記建物。;,RPTNMLNJJHOFFBF97CA
林口區,土地,小南灣段頂福小段361~390地號,146.33,其他,,,1071121,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4290995,29324,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLTLKINFFBF98CA
新莊區,房地(土地+建物)+車位,新北市新莊區中和街175巷1~30號,19.62,住,,,1071128,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,162.52999999999997,4,2,2,有,有,13000000,79985,坡道平面,37.3,0,,RPTOMLMJJHOFFBF97CA
新莊區,房地(土地+建物),新北市新莊區昌平街71巷1~30號,13.79,住,,,1071028,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,107.18,3,2,2,有,有,9000000,83971,,0.0,0,急買急賣。;,RPTPMLSLKINFFBF98CA
林口區,房地(土地+建物)+車位,新北市林口區文化一路一段241~270號,54.25,住,,,1071106,土地1建物1車位2,五層,八層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1070913,199.42000000000002,0,0,1,無,有,18000000,91014,坡道平面,43.4,3800000,,RPPQMLSLKINFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區文化一路一段241~270號,74.54,住,,,1071023,土地1建物1車位2,五層,八層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1070913,274.13,0,0,1,無,有,24800000,91015,坡道平面,43.4,3800000,,RPRQMLSLKINFFBF88CA
林口區,房地(土地+建物),新北市林口區文化一路一段181~210號,54.91,住,,,1070208,土地1建物1車位0,一層，二層,八層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070927,203.76999999999998,0,0,1,無,有,42600000,209059,,0.0,0,,RPUQMLSLKINFFBF56CA
林口區,房地(土地+建物)+車位,新北市林口區文化一路一段181~210號,55.36,住,,,1070208,土地1建物1車位1,一層，二層,八層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070927,204.51999999999998,0,0,1,無,有,36500000,189205,坡道平面,21.65,1900000,,SPUQMLSLKINFFBF66CA
泰山區,車位,新北市泰山區明志路三段421~450號,0.0,,,,1071207,土地0建物0車位1,,,其他,,,,34.44,0,0,0,有,有,1900000,,坡道平面,34.44,1900000,單獨車位交易。;,RPORMLSLKINFFBF68CA
新莊區,房地(土地+建物),新北市新莊區中信街1~30號,14.69,住,,,1071126,土地1建物1車位0,一層,十一層,店面(店鋪),商業用,鋼筋混凝土造,0820205,97.67999999999999,0,0,0,無,有,18500000,189394,,0.0,0,,RPORMLRLKINFFBF58CA
新莊區,房地(土地+建物)+車位,新北市新莊區新樹路601~630號,25.16,商,,,1071212,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970424,185.66000000000003,3,2,2,有,有,10500000,56555,坡道平面,41.39,0,,RPQRMLRLKINFFBF78CA
新莊區,房地(土地+建物),新北市新莊區民安東路121~150號,304.45,工,,,1071115,土地1建物1車位0,一層，二層，防空避難室，騎樓,二層,廠辦,見其他登記事項,鋼筋混凝土造,0750716,465.14,0,0,0,無,無,58000000,124694,,0.0,0,含增建或未登記建物。;二樓透天.加蓋頂樓鐵皮屋及一樓增建,RPRTMLRLKINFFBF09CA
林口區,房地(土地+建物),新北市林口區興林路17巷1~30號,34.68,商,,,1071123,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690211,118.56,3,2,2,有,無,6000000,50607,,0.0,0,,RPQNMLQLKINFFBF28CA
新莊區,房地(土地+建物)+車位,新北市新莊區中華路二段181~210號,26.8,住,,,1071114,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921007,209.06,3,2,2,有,有,19200000,91840,坡道平面,32.35,0,,RPVQMLOLKINFFBF88CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段1~30號,13.19,商,,,1071118,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,146.3,2,1,1,有,有,11000000,75188,坡道平面,39.18,0,親友、員工或其他特殊關係間之交易。;,RPVPMLPLKINFFBF88CA
新莊區,房地(土地+建物),新北市新莊區新北大道三段61~90號,5.92,商,,,1071205,土地1建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951005,68.23,2,1,1,有,有,8800000,128976,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLQLKINFFBF78CA
新莊區,房地(土地+建物)+車位,新北市新莊區中平路361~390號,25.18,住,,,1071124,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880507,161.76,4,2,2,有,有,15200000,93966,坡道平面,37.9,0,,RPPOMLPLKINFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段230巷22弄1~30號,20.29,住,,,1071111,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,125.65,4,2,2,有,有,10800000,85953,坡道平面,0.0,0,,RPQPMLOLKINFFBF28CA
新莊區,房地(土地+建物)+車位,新北市新莊區瓊泰路181~210號,10.07,住,,,1071204,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050902,102.21000000000001,2,1,1,有,有,12500000,122297,坡道平面,19.9,0,陽台外推。,RPOQMLOLKINFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,41.99,住,,,1070731,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,181.49,3,2,2,有,有,12600000,69425,坡道平面,32.4,0,車位總價款：NT＄140萬元（土地55%與建物45%比例分配）,RPOOMLNLKINFFBF87CA
新莊區,房地(土地+建物),新北市新莊區建安街91~120號,18.53,住,,,1071014,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831104,97.17,4,1,2,有,無,9100000,93650,,0.0,0,含增建或未登記建物。,RPVQMLMLKINFFBF68CA
土城區,房地(土地+建物),新北市土城區永豐路13巷31~60號,24.48,住,,,1071108,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,142.06,2,2,2,有,有,15470000,108898,,0.0,0,,RPSQMLQKJHOFFAF48CA
土城區,房地(土地+建物)+車位,新北市土城區中央路四段31~60號,19.59,住,,,1071021,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040320,160.27,3,2,2,有,有,16450000,123984,坡道平面,39.69,1500000,,RPUNMLOKJHOFFAF18CA
土城區,房地(土地+建物),新北市土城區延安街37巷1~30號,26.38,住,,,1071117,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740819,88.07,3,2,1,有,無,6400000,72669,,0.0,0,未辦保存登記部分一併移轉。,RPQRMLSKJHOFFAF58CA
土城區,房地(土地+建物),新北市土城區學府路一段121~150號,6.04,住,,,1071202,土地1建物1車位0,三層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840524,32.269999999999996,1,0,1,有,有,3800000,117756,,0.0,0,,RPTPMLRKJHOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區府中路121~150號,6.73,商,,,1070929,土地1建物1車位0,三層,十七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0840617,58.260000000000005,1,1,1,有,有,8700000,149331,,0.0,0,,RPVSMLLKJHOFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區互助街1~30號,9.58,住,,,1070926,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070606,117.87,3,2,1,有,有,10000000,84839,坡道平面,30.4,0,親友、員工或其他特殊關係間之交易。;,RPSOMLRJJHOFFAF28CA
板橋區,房地(土地+建物),新北市板橋區新海路421~450號,17.4,住,,,1071123,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.87,5,2,2,有,無,6200000,82810,,0.0,0,親友間之交易。含增建或未登記建物。,RPXNMLKKJHOFFAF08CA
板橋區,房地(土地+建物),新北市板橋區金門街331~360號,35.53,住,,,1071123,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.33,2,2,1,有,無,5600000,64125,,0.0,0,含增建或未登記建物。;陽台外推,RPVNMLPLKINFFAF58CA
土城區,房地(土地+建物),新北市土城區中州路1~30號,21.14,住,,,1071129,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830510,156.32,3,2,2,有,無,2129085,13620,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTRMLQLKINFFAF88CA
土城區,房地(土地+建物),新北市土城區永豐路13巷31~60號,26.14,住,,,1071027,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,152.59,3,2,2,有,有,17250000,113048,,0.0,0,,RPOPMLQLKINFFAF18CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.58,住,,,1071018,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,190.93,3,2,2,有,有,19840000,120199,坡道平面,38.35,1500000,,RPQPMLQLKINFFAF38CA
板橋區,房地(土地+建物),新北市板橋區五權街30巷12弄1~30號,23.8,住,,,1071119,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680209,90.58,3,1,2,有,無,8150000,89976,,0.0,0,陽台外推,RPRPMLQLKINFFAF48CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.15,住,,,1071018,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,188.81,3,2,2,有,有,19580000,120165,坡道平面,38.35,1500000,,RPSPMLQLKINFFAF58CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.15,住,,,1071018,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,188.81,3,2,2,有,有,19580000,120165,坡道平面,38.35,1500000,,RPTPMLQLKINFFAF68CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,35.97,住,,,1071014,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,230.21999999999997,2,2,3,有,有,23070000,111377,坡道平面,38.35,1700000,,RPUPMLQLKINFFAF78CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.5,住,,,1071118,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,190.72,3,2,2,有,有,19650000,117805,坡道平面,38.35,1700000,,RPTNMLQLKINFFAF48CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.5,住,,,1071021,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,190.72,3,2,2,有,有,19920000,120234,坡道平面,38.35,1600000,,RPUNMLQLKINFFAF58CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.07,住,,,1071020,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,187.37,3,2,2,有,有,18380000,113273,坡道平面,38.35,1500000,,RPVNMLQLKINFFAF68CA
板橋區,土地,大同段181~210地號,55.28,住,,,1071211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2006400,36295,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLPLKINFFAF78CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.07,住,,,1071006,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,188.34,3,2,2,有,有,18700000,113341,坡道平面,38.35,1700000,,RPROMLQLKINFFAF38CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,28.07,住,,,1071010,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,188.34,3,2,2,有,有,20100000,122341,坡道平面,38.35,1750000,,RPSOMLQLKINFFAF48CA
土城區,土地,南天母段301~330地號,714.34,,山坡地保育區,暫未編定,1071123,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3241350,4538,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLQLKINFFAF58CA
土城區,房地(土地+建物)+車位,新北市土城區永豐路13巷31~60號,15.72,住,,,1071027,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,117.19,2,1,1,有,有,11160000,119990,坡道平面,38.35,1700000,,RPUOMLQLKINFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區英士路1~30號,14.75,住,,,1071017,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070209,121.94,2,2,1,有,無,18750000,170052,坡道機械,17.56,1000000,本案尚未成立管理委員會.,RPQTMLMLKINFFAF38CA
板橋區,房地(土地+建物),新北市板橋區中山路二段40巷1~30號,26.6,住,,,1071126,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690806,92.31,3,2,1,有,無,11000000,119164,,0.0,0,,RPUOMLNLKINFFAF38CA
板橋區,房地(土地+建物),新北市板橋區大智街71巷22弄1~30號,17.5,住,,,1071004,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0621011,22.32,3,1,2,有,無,4000000,179211,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLOLKINFFAF48CA
板橋區,房地(土地+建物),新北市板橋區三民路二段正隆巷12弄1~30號,23.2,住,,,1071030,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700629,65.4,3,2,2,有,無,4000000,61162,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUPMLOLKINFFAF58CA
板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路二段91~120號,17.54,住,,,1070825,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000602,165.74,3,2,2,有,有,24790000,178535,坡道平面,36.97,1800000,土地款含車位1735萬元，建物款含車位744萬元。,RPOPMLOLKINFFAF97CA
板橋區,房地(土地+建物),新北市板橋區英士路1~30號,14.49,住,,,1071128,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070209,108.01,2,2,1,有,無,17800000,164800,,0.0,0,本案尚未成立管理委員會.,RPSSMLMLKINFFAF48CA
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,4.87,住,,,1071105,土地1建物1車位0,十層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,145.55,4,2,2,有,有,15650000,107523,,0.0,0,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。,RPUSMLMLKINFFAF68CA
土城區,土地,廷寮段631~660地號,447.86,其他,,,1071107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35530252,79333,,0.0,0,,RPWSMLMLKINFFAF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區英士路1~30號,25.94,住,,,1071116,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070209,225.26999999999998,3,2,3,有,無,32000000,169534,坡道平面,46.84,1750000,本案尚未成立管理委員會.,RPXSMLMLKINFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區大觀路一段38巷1~30號,21.58,住,,,1031021,土地1建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070702,177.33999999999997,3,2,2,有,有,16460000,107529,坡道平面,38.68,1550000,,RPRPMLOLKINFFAF28CA
土城區,房地(土地+建物),新北市土城區立德路91~120號,2.29,其他,,,1071114,土地2建物1車位0,十九層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0871123,29.29,1,0,1,有,有,3180000,108569,,0.0,0,含增建或未登記建物。,RPPQMLOLKINFFAF18CA
板橋區,房地(土地+建物),新北市板橋區漢生東路1~30號,26.91,住,,,1071125,土地2建物2車位0,一層，騎樓,七層,店面(店鋪),見使用執照,鋼筋混凝土造,,149.33,0,2,1,有,無,29000000,194201,,0.0,0,本次買賣包含二個建號。含增建或未登記建物。,RPOOMLPLKINFFAF97CA
土城區,房地(土地+建物),新北市土城區福祥街31~60號,14.85,住,,,1071201,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.41,3,2,1,有,有,8500000,103143,,0.0,0,含增建或未登記建物。,RPTOMLPLKINFFAF48CA
板橋區,房地(土地+建物),新北市板橋區英士路31~60號,8.97,商,,,1071122,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880603,116.09,3,2,2,有,有,16000000,137824,,0.0,0,,RPURMLQLKINFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區新海路151~180號,3.71,商,,,1071126,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900724,78.71000000000001,3,1,1,有,有,10600000,134672,坡道機械,19.76,0,共有人數2人。含增建或未登記建物。內含獨立產權公設，未包含在棟數內。,RPWNMLPLKINFFAF68CA
板橋區,房地(土地+建物),新北市板橋區金華街10巷48弄31~60號,32.8,住,,,1071022,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690426,93.6,4,1,1,有,無,6421731,68608,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVPMLSLKINFFAF09CA
板橋區,土地,民權段541~570地號,25.88,其他,,,1071211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3307343,127795,,0.0,0,包含公共設施保留地之交易。;,RPOQMLSLKINFFAF48CA
板橋區,土地,民權段541~570地號,8.62,其他,,,1071211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1102448,127894,,0.0,0,包含公共設施保留地之交易。;,RPPQMLSLKINFFAF58CA
板橋區,房地(土地+建物),新北市板橋區光華街31~60號,27.7,住,,,1071128,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750821,103.13,3,2,1,有,無,10350000,100359,,0.0,0,含增建或未登記建物。,RPPOMLQLKINFFAF18CA
板橋區,土地,光仁段1351~1380地號,96.67,其他,,,1071211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10750000,111203,,0.0,0,包含公共設施保留地之交易。;,RPWRMLSLKINFFAF76CA
板橋區,房地(土地+建物),新北市板橋區民有街61~90號,23.25,住,,,1071018,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,54.8,0,0,1,無,無,4000000,72993,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLSJJHOFFAF68CA
土城區,房地(土地+建物),新北市土城區南天母路171巷1~30號,30.32,,山坡地保育區,丙種建築用地,1071127,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820331,85.05,3,1,1,有,有,4660000,54791,,0.0,0,,RPQOMLRKJHOFFAF18CA
板橋區,房地(土地+建物),新北市板橋區自強新村31~60號,31.62,住,,,1071113,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630905,90.58,6,0,6,有,無,10800000,119232,,0.0,0,含增建或未登記建物。;,RPTOMLRKJHOFFAF48CA
